_id,operator_registration_number,postal_code,ward_number,ward_name
448245,STR-2010-HFLXPJ,M2K,17,Don Valley North
448246,STR-2010-HMSXPK,M6H,9,Davenport
448247,STR-2010-HVYXPL,M5V,10,Spadina-Fort York
448248,STR-2010-JDFXPM,M5T,10,Spadina-Fort York
448249,STR-2010-FJQKPB,M5J,10,Spadina-Fort York
448250,STR-2010-FRWKPC,M4L,19,Beaches-East York
448251,STR-2010-GHJKPF,M3B,16,Don Valley East
448252,STR-2010-GQQKPG,M5J,10,Spadina-Fort York
448253,STR-2010-HGCKPJ,M4Y,13,Toronto Centre
448254,STR-2010-HWQKPL,M6H,9,Davenport
448255,STR-2010-JDWKPM,M1J,21,Scarborough Centre
448256,STR-2010-FKFXPB,M8V,3,Etobicoke-Lakeshore
448257,STR-2010-FSLXPC,M6R,4,Parkdale-High Park
448258,STR-2010-FZSXPD,M1J,24,Scarborough-Guildwood
448259,STR-2010-GHYXPF,M3M,6,York Centre
448260,STR-2010-GYLXPH,M1T,22,Scarborough-Agincourt
448261,STR-2010-HGSXPJ,M1E,24,Scarborough-Guildwood
448262,STR-2010-HPYXPK,M8V,3,Etobicoke-Lakeshore
448263,STR-2010-JFLXPM,M5V,10,Spadina-Fort York
448264,STR-2010-GBJKPD,M6R,4,Parkdale-High Park
448265,STR-2010-GRWKPG,M8V,3,Etobicoke-Lakeshore
448266,STR-2010-GZCKPH,M5V,10,Spadina-Fort York
448267,STR-2010-HHJKPJ,M3J,7,Humber River-Black Creek
448268,STR-2010-HQQKPK,M9C,2,Etobicoke Centre
448269,STR-2010-HXWKPL,M5S,11,University-Rosedale
448270,STR-2010-JGCKPM,M1N,20,Scarborough Southwest
448271,STR-2010-FTSXPC,M9L,7,Humber River-Black Creek
448272,STR-2010-GKFXPF,M6J,10,Spadina-Fort York
448273,STR-2010-GSLXPG,M5V,10,Spadina-Fort York
448274,STR-2010-GZSXPH,M6G,11,University-Rosedale
448275,STR-2010-HHYXPJ,M4K,14,Toronto-Danforth
448276,STR-2010-HRFXPK,M4L,19,Beaches-East York
448277,STR-2010-HYLXPL,M6P,4,Parkdale-High Park
448278,STR-2010-JGSXPM,M4Y,13,Toronto Centre
448279,STR-2010-FDXRPB,M4Y,13,Toronto Centre
448280,STR-2010-FMDRPC,M4N,15,Don Valley West
448281,STR-2010-FVKRPD,M6J,10,Spadina-Fort York
448282,STR-2010-GCRRPF,M4B,19,Beaches-East York
448283,STR-2010-GKXRPG,M9V,1,Etobicoke North
448284,STR-2010-HBKRPJ,M1X,25,Scarborough-Rouge Park
448285,STR-2010-HJRRPK,M5R,11,University-Rosedale
448286,STR-2010-HRXRPL,M5J,10,Spadina-Fort York
448287,STR-2010-HZDRPM,M5J,10,Spadina-Fort York
448288,STR-2010-FFPDPB,M6E,9,Davenport
448289,STR-2010-FWBDPD,M3A,16,Don Valley East
448290,STR-2010-GDHDPF,M5J,10,Spadina-Fort York
448291,STR-2010-GLPDPG,M5J,10,Spadina-Fort York
448292,STR-2010-GTVDPH,M1R,21,Scarborough Centre
448293,STR-2010-HCBDPJ,M6H,9,Davenport
448294,STR-2010-HKHDPK,M6N,5,York South-Weston
448295,STR-2010-HZVDPM,M4L,19,Beaches-East York
448296,STR-2010-FWRRPD,M6J,10,Spadina-Fort York
448297,STR-2010-GDXRPF,M4L,19,Beaches-East York
448298,STR-2010-GMDRPG,M6R,4,Parkdale-High Park
448299,STR-2010-GVKRPH,M5S,11,University-Rosedale
448300,STR-2010-HCRRPJ,M5P,12,Toronto-St. Paul's
448301,STR-2010-HTDRPL,M6M,5,York South-Weston
448302,STR-2010-JBKRPM,M5T,11,University-Rosedale
448303,STR-2010-FGVDPB,M5B,13,Toronto Centre
448304,STR-2010-FQBDPC,M4E,19,Beaches-East York
448305,STR-2010-GWBDPH,M1C,25,Scarborough-Rouge Park
448306,STR-2010-HDHDPJ,M6J,10,Spadina-Fort York
448307,STR-2010-HLPDPK,M1M,20,Scarborough Southwest
448308,STR-2010-JCBDPM,M6R,4,Parkdale-High Park
448309,STR-2010-FHKRPB,M6B,8,Eglinton-Lawrence
448310,STR-2010-GGDRPF,M5V,10,Spadina-Fort York
448311,STR-2010-GPKRPG,M6K,9,Davenport
448312,STR-2010-JCRRPM,M5A,13,Toronto Centre
448313,STR-2010-FJBDPB,M4L,14,Toronto-Danforth
448314,STR-2010-FYPDPD,M5E,10,Spadina-Fort York
448315,STR-2010-GGVDPF,M5J,10,Spadina-Fort York
448316,STR-2010-GQBDPG,M9B,3,Etobicoke-Lakeshore
448317,STR-2010-GXHDPH,M1B,23,Scarborough North
448318,STR-2010-HFPDPJ,M5J,10,Spadina-Fort York
448319,STR-2010-HWBDPL,M1K,20,Scarborough Southwest
448320,STR-2010-JDHDPM,M3J,7,Humber River-Black Creek
448321,STR-2010-FJRRPB,M6H,9,Davenport
448322,STR-2010-GHKRPF,M1G,24,Scarborough-Guildwood
448323,STR-2010-GQRRPG,M5R,11,University-Rosedale
448324,STR-2010-HGDRPJ,M4Y,13,Toronto Centre
448325,STR-2010-HPKRPK,M3J,7,Humber River-Black Creek
448326,STR-2010-HWRRPL,M3H,6,York Centre
448327,STR-2010-FKHDPB,M1W,22,Scarborough-Agincourt
448328,STR-2010-FSPDPC,M2P,15,Don Valley West
448329,STR-2010-FZVDPD,M4L,14,Toronto-Danforth
448330,STR-2010-GJBDPF,M8Z,3,Etobicoke-Lakeshore
448331,STR-2010-GRHDPG,M6P,4,Parkdale-High Park
448332,STR-2010-GYPDPH,M1T,22,Scarborough-Agincourt
448333,STR-2010-HQBDPK,M6H,9,Davenport
448334,STR-2010-HXHDPL,M6K,10,Spadina-Fort York
448335,STR-2010-JFPDPM,M6P,9,Davenport
448336,STR-2010-FKXRPB,M8V,3,Etobicoke-Lakeshore
448337,STR-2010-GBKRPD,M5S,13,Toronto Centre
448338,STR-2010-GJRRPF,M4L,19,Beaches-East York
448339,STR-2010-GZDRPH,M4J,14,Toronto-Danforth
448340,STR-2010-HHKRPJ,M6G,11,University-Rosedale
448341,STR-2010-HXXRPL,M3H,6,York Centre
448342,STR-2010-FLPDPB,M6S,4,Parkdale-High Park
448343,STR-2010-FTVDPC,M1L,20,Scarborough Southwest
448344,STR-2010-GCBDPD,M3J,6,York Centre
448345,STR-2010-GKHDPF,M6J,9,Davenport
448346,STR-2010-GSPDPG,M4B,19,Beaches-East York
448347,STR-2010-HJBDPJ,M6K,10,Spadina-Fort York
448348,STR-2010-HRHDPK,M5R,11,University-Rosedale
448349,STR-2010-HYPDPL,M4L,19,Beaches-East York
448350,STR-2010-FDYXPB,M1B,25,Scarborough-Rouge Park
448351,STR-2010-FMFXPC,M5J,10,Spadina-Fort York
448352,STR-2010-FVLXPD,M5B,13,Toronto Centre
448353,STR-2010-GKYXPG,M1J,20,Scarborough Southwest
448354,STR-2010-HBLXPJ,M2L,15,Don Valley West
448355,STR-2010-HJSXPK,M6R,4,Parkdale-High Park
448356,STR-2010-HZFXPM,M6C,12,Toronto-St. Paul's
448357,STR-2010-FFQKPB,M6H,9,Davenport
448358,STR-2010-FMWKPC,M5V,10,Spadina-Fort York
448359,STR-2010-FWCKPD,M4M,14,Toronto-Danforth
448360,STR-2010-GLQKPG,M4J,14,Toronto-Danforth
448361,STR-2010-HCCKPJ,M4Y,13,Toronto Centre
448362,STR-2010-HKJKPK,M6P,4,Parkdale-High Park
448363,STR-2010-HSQKPL,M1N,20,Scarborough Southwest
448364,STR-2010-HZWKPM,M4X,13,Toronto Centre
448365,STR-2010-FGFXPB,M2R,18,Willowdale
448366,STR-2010-FPLXPC,M8V,3,Etobicoke-Lakeshore
448367,STR-2010-FWSXPD,M1E,24,Scarborough-Guildwood
448368,STR-2010-GDYXPF,M1B,25,Scarborough-Rouge Park
448369,STR-2010-GMFXPG,M6E,12,Toronto-St. Paul's
448370,STR-2010-GVLXPH,M4M,14,Toronto-Danforth
448371,STR-2010-HCSXPJ,M9W,1,Etobicoke North
448372,STR-2010-HKYXPK,M4S,12,Toronto-St. Paul's
448373,STR-2010-JBLXPM,M8V,3,Etobicoke-Lakeshore
448374,STR-2010-FGWKPB,M4L,19,Beaches-East York
448375,STR-2010-FQCKPC,M5V,10,Spadina-Fort York
448376,STR-2010-FXJKPD,M8Y,3,Etobicoke-Lakeshore
448377,STR-2010-GFQKPF,M8Y,3,Etobicoke-Lakeshore
448378,STR-2010-GWCKPH,M5A,13,Toronto Centre
448379,STR-2010-HLQKPK,M4G,15,Don Valley West
448380,STR-2010-HTWKPL,M5J,10,Spadina-Fort York
448381,STR-2010-JCCKPM,M5V,10,Spadina-Fort York
448382,STR-2010-FHLXPB,M5J,10,Spadina-Fort York
448383,STR-2010-FQSXPC,M5J,10,Spadina-Fort York
448384,STR-2010-FXYXPD,M6J,11,University-Rosedale
448385,STR-2010-GGFXPF,M4K,14,Toronto-Danforth
448386,STR-2010-GPLXPG,M3A,16,Don Valley East
448387,STR-2010-GWSXPH,M4B,19,Beaches-East York
448388,STR-2010-HDYXPJ,M5V,10,Spadina-Fort York
448389,STR-2010-HMFXPK,M1T,22,Scarborough-Agincourt
448390,STR-2010-HVLXPL,M4M,14,Toronto-Danforth
448391,STR-2010-FJCKPB,M5A,10,Spadina-Fort York
448392,STR-2010-FRJKPC,M5V,10,Spadina-Fort York
448393,STR-2010-GGWKPF,M5J,10,Spadina-Fort York
448394,STR-2010-GQCKPG,M4J,14,Toronto-Danforth
448395,STR-2010-GXJKPH,M4L,14,Toronto-Danforth
448396,STR-2010-HFQKPJ,M5J,10,Spadina-Fort York
448397,STR-2010-HMWKPK,M5J,10,Spadina-Fort York
448398,STR-2010-JDJKPM,M3J,7,Humber River-Black Creek
448399,STR-2010-FZFXPD,M5A,13,Toronto Centre
448400,STR-2010-GQSXPG,M5V,10,Spadina-Fort York
448401,STR-2010-GXYXPH,M3A,16,Don Valley East
448402,STR-2010-HGFXPJ,M4J,14,Toronto-Danforth
448403,STR-2010-HPLXPK,M1N,20,Scarborough Southwest
448404,STR-2010-HWSXPL,M6K,10,Spadina-Fort York
448405,STR-2010-JDYXPM,M5V,10,Spadina-Fort York
448406,STR-2010-FSQKPC,M5T,11,University-Rosedale
448407,STR-2010-FZWKPD,M6N,5,York South-Weston
448408,STR-2010-FWVDPD,M6H,9,Davenport
448409,STR-2010-GJCKPF,M5J,10,Spadina-Fort York
448410,STR-2010-GRJKPG,M1P,21,Scarborough Centre
448411,STR-2010-HGWKPJ,M5A,13,Toronto Centre
448412,STR-2010-FKYXPB,M6H,9,Davenport
448413,STR-2010-FTFXPC,M2R,6,York Centre
448414,STR-2010-GRYXPG,M6J,10,Spadina-Fort York
448415,STR-2010-GZFXPH,M5V,10,Spadina-Fort York
448416,STR-2010-HQSXPK,M5J,10,Spadina-Fort York
448417,STR-2010-JGFXPM,M8W,3,Etobicoke-Lakeshore
448418,STR-2010-FTWKPC,M6K,4,Parkdale-High Park
448419,STR-2010-GKJKPF,M6M,5,York South-Weston
448420,STR-2010-GSQKPG,M4K,14,Toronto-Danforth
448421,STR-2010-HJCKPJ,M5A,10,Spadina-Fort York
448422,STR-2010-HYSXPL,M3H,6,York Centre
448423,STR-2010-HRJKPK,M4L,19,Beaches-East York
448424,STR-2010-HYQKPL,M5V,10,Spadina-Fort York
448425,STR-2010-FFBDPB,M5P,12,Toronto-St. Paul's
448426,STR-2010-FMHDPC,M6J,10,Spadina-Fort York
448427,STR-2010-GCVDPF,M4N,15,Don Valley West
448428,STR-2010-GLBDPG,M4A,16,Don Valley East
448429,STR-2010-GTHDPH,M4X,13,Toronto Centre
448430,STR-2010-HJVDPK,M6N,9,Davenport
448431,STR-2010-HSBDPL,M1C,25,Scarborough-Rouge Park
448432,STR-2010-HZHDPM,M3J,6,York Centre
448433,STR-2010-FFRRPB,M6G,11,University-Rosedale
448434,STR-2010-FMXRPC,M6G,11,University-Rosedale
448435,STR-2010-GDKRPF,M4J,14,Toronto-Danforth
448436,STR-2010-GLRRPG,M4W,11,University-Rosedale
448437,STR-2010-GTXRPH,M6R,4,Parkdale-High Park
448438,STR-2010-HCDRPJ,M1L,20,Scarborough Southwest
448439,STR-2010-FGHDPB,M6K,9,Davenport
448440,STR-2010-FPPDPC,M6P,4,Parkdale-High Park
448441,STR-2010-GFBDPF,M6N,5,York South-Weston
448442,STR-2010-GMHDPG,M5N,8,Eglinton-Lawrence
448443,STR-2010-JBPDPM,M9V,1,Etobicoke North
448444,STR-2010-FXKRPD,M5V,10,Spadina-Fort York
448445,STR-2010-GFRRPF,M1G,24,Scarborough-Guildwood
448446,STR-2010-GMXRPG,M6J,11,University-Rosedale
448447,STR-2010-GWDRPH,M8V,3,Etobicoke-Lakeshore
448448,STR-2010-HDKRPJ,M4E,19,Beaches-East York
448449,STR-2010-HLRRPK,M6R,4,Parkdale-High Park
448450,STR-2010-HTXRPL,M9R,1,Etobicoke North
448451,STR-2010-JCDRPM,M5T,10,Spadina-Fort York
448452,STR-2010-FQVDPC,M4X,13,Toronto Centre
448453,STR-2010-FYBDPD,M6J,9,Davenport
448454,STR-2010-HMHDPK,M9P,2,Etobicoke Centre
448455,STR-2010-HVPDPL,M5B,13,Toronto Centre
448456,STR-2010-JCVDPM,M4L,14,Toronto-Danforth
448457,STR-2010-GGXRPF,M5V,10,Spadina-Fort York
448458,STR-2010-GQDRPG,M2N,18,Willowdale
448459,STR-2010-GXKRPH,M6H,9,Davenport
448460,STR-2010-HMXRPK,M4M,14,Toronto-Danforth
448461,STR-2010-HWDRPL,M5T,10,Spadina-Fort York
448462,STR-2010-FJVDPB,M5J,10,Spadina-Fort York
448463,STR-2010-FZHDPD,M5T,11,University-Rosedale
448464,STR-2010-GYBDPH,M1E,24,Scarborough-Guildwood
448465,STR-2010-HGHDPJ,M6P,4,Parkdale-High Park
448466,STR-2010-HPPDPK,M4P,15,Don Valley West
448467,STR-2010-HWVDPL,M5V,10,Spadina-Fort York
448468,STR-2010-JFBDPM,M6J,10,Spadina-Fort York
448469,STR-2010-FSRRPC,M5V,10,Spadina-Fort York
448470,STR-2010-FZXRPD,M5V,10,Spadina-Fort York
448471,STR-2010-GJDRPF,M6L,5,York South-Weston
448472,STR-2010-GRKRPG,M5J,10,Spadina-Fort York
448473,STR-2010-GYRRPH,M5J,10,Spadina-Fort York
448474,STR-2010-HGXRPJ,M2N,18,Willowdale
448475,STR-2010-HQDRPK,M4L,19,Beaches-East York
448476,STR-2010-FTHDPC,M4C,19,Beaches-East York
448477,STR-2010-GSBDPG,M6J,10,Spadina-Fort York
448478,STR-2010-GZHDPH,M6G,11,University-Rosedale
448479,STR-2010-HHPDPJ,M2J,17,Don Valley North
448480,STR-2010-HQVDPK,M5R,11,University-Rosedale
448481,STR-2010-JGHDPM,M6K,4,Parkdale-High Park
448482,STR-2010-FTXRPC,M4M,14,Toronto-Danforth
448483,STR-2010-GCDRPD,M2J,17,Don Valley North
448484,STR-2010-GKKRPF,M4J,14,Toronto-Danforth
448485,STR-2010-HJDRPJ,M2N,18,Willowdale
448486,STR-2010-HYRRPL,M5V,10,Spadina-Fort York
448487,STR-2010-JGXRPM,M6K,10,Spadina-Fort York
448488,STR-2010-GCWKPF,M6P,4,Parkdale-High Park
448489,STR-2010-GLCKPG,M1J,21,Scarborough Centre
448490,STR-2010-HBQKPJ,M8Y,3,Etobicoke-Lakeshore
448491,STR-2010-HSCKPL,M6K,10,Spadina-Fort York
448492,STR-2010-HZJKPM,M5J,10,Spadina-Fort York
448493,STR-2010-FWFXPD,M9C,2,Etobicoke Centre
448494,STR-2010-GDLXPF,M2J,17,Don Valley North
448495,STR-2010-GLSXPG,M6K,9,Davenport
448496,STR-2010-GTYXPH,M5J,10,Spadina-Fort York
448497,STR-2010-HCFXPJ,M4K,14,Toronto-Danforth
448498,STR-2010-HKLXPK,M2N,18,Willowdale
448499,STR-2010-HSSXPL,M6S,4,Parkdale-High Park
448500,STR-2010-FWWKPD,M5V,10,Spadina-Fort York
448501,STR-2010-GFCKPF,M9P,2,Etobicoke Centre
448502,STR-2010-GMJKPG,M6J,9,Davenport
448503,STR-2010-GVQKPH,M5V,10,Spadina-Fort York
448504,STR-2010-HCWKPJ,M5A,13,Toronto Centre
448505,STR-2010-HTJKPL,M6R,4,Parkdale-High Park
448506,STR-2010-JBQKPM,M4L,19,Beaches-East York
448507,STR-2010-FGYXPB,M4S,12,Toronto-St. Paul's
448508,STR-2010-FQFXPC,M3H,6,York Centre
448509,STR-2010-GWFXPH,M6C,9,Davenport
448510,STR-2010-HDLXPJ,M6J,10,Spadina-Fort York
448511,STR-2010-HLSXPK,M4S,15,Don Valley West
448512,STR-2010-HTYXPL,M6P,4,Parkdale-High Park
448513,STR-2010-JCFXPM,M5S,11,University-Rosedale
448514,STR-2010-GPQKPG,M6G,11,University-Rosedale
448515,STR-2010-GWWKPH,M6J,9,Davenport
448516,STR-2010-HMJKPK,M6C,12,Toronto-St. Paul's
448517,STR-2010-HVQKPL,M6K,4,Parkdale-High Park
448518,STR-2010-FYSXPD,M9B,2,Etobicoke Centre
448519,STR-2010-HFSXPJ,M2N,18,Willowdale
448520,STR-2010-HMYXPK,M9N,5,York South-Weston
448521,STR-2010-HWFXPL,M5V,10,Spadina-Fort York
448522,STR-2010-JDLXPM,M4C,19,Beaches-East York
448523,STR-2010-FJWKPB,M5H,13,Toronto Centre
448524,STR-2010-FZJKPD,M6E,9,Davenport
448525,STR-2010-GHQKPF,M4B,19,Beaches-East York
448526,STR-2010-GQWKPG,M4L,14,Toronto-Danforth
448527,STR-2010-HGJKPJ,M8Z,3,Etobicoke-Lakeshore
448528,STR-2010-HWWKPL,M6K,10,Spadina-Fort York
448529,STR-2010-FKLXPB,M6B,8,Eglinton-Lawrence
448530,STR-2010-FSSXPC,M6J,9,Davenport
448531,STR-2010-FZYXPD,M8Y,3,Etobicoke-Lakeshore
448532,STR-2010-GJFXPF,M5J,10,Spadina-Fort York
448533,STR-2010-GYSXPH,M4C,19,Beaches-East York
448534,STR-2010-HGYXPJ,M5J,10,Spadina-Fort York
448535,STR-2010-HQFXPK,M4C,19,Beaches-East York
448536,STR-2010-HXLXPL,M1B,25,Scarborough-Rouge Park
448537,STR-2010-FLCKPB,M2H,17,Don Valley North
448538,STR-2010-FTJKPC,M4L,19,Beaches-East York
448539,STR-2010-GBQKPD,M6C,12,Toronto-St. Paul's
448540,STR-2010-GZJKPH,M6J,10,Spadina-Fort York
448541,STR-2010-HHQKPJ,M5V,10,Spadina-Fort York
448542,STR-2010-HYCKPL,M4M,14,Toronto-Danforth
448543,STR-2010-JGJKPM,M1L,20,Scarborough Southwest
448544,STR-2010-GCFXPD,M4L,19,Beaches-East York
448545,STR-2010-GKLXPF,M1C,25,Scarborough-Rouge Park
448546,STR-2010-GSSXPG,M5R,11,University-Rosedale
448547,STR-2010-HJFXPJ,M6R,4,Parkdale-High Park
448548,STR-2010-HRLXPK,M5V,10,Spadina-Fort York
448549,STR-2010-JGYXPM,M6K,4,Parkdale-High Park
448550,STR-2010-FDPDVB,M4L,19,Beaches-East York
448551,STR-2010-FLVDVC,M5V,10,Spadina-Fort York
448552,STR-2010-FVBDVD,M6B,8,Eglinton-Lawrence
448553,STR-2010-GCHDVF,M6K,10,Spadina-Fort York
448554,STR-2010-GKPDVG,M6K,10,Spadina-Fort York
448555,STR-2010-GSVDVH,M4J,14,Toronto-Danforth
448556,STR-2010-HBBDVJ,M4E,19,Beaches-East York
448557,STR-2010-FFDRVB,M1M,20,Scarborough Southwest
448558,STR-2010-FMKRVC,M4G,15,Don Valley West
448559,STR-2010-FVRRVD,M6J,11,University-Rosedale
448560,STR-2010-GLDRVG,M9R,2,Etobicoke Centre
448561,STR-2010-HJXRVK,M8V,3,Etobicoke-Lakeshore
448562,STR-2010-HSDRVL,M2N,18,Willowdale
448563,STR-2010-HZKRVM,M4J,14,Toronto-Danforth
448564,STR-2010-FFVDVB,M4S,12,Toronto-St. Paul's
448565,STR-2010-FPBDVC,M2M,17,Don Valley North
448566,STR-2010-FWHDVD,M5A,13,Toronto Centre
448567,STR-2010-GDPDVF,M5T,11,University-Rosedale
448568,STR-2010-GLVDVG,M5J,10,Spadina-Fort York
448569,STR-2010-GVBDVH,M4E,19,Beaches-East York
448570,STR-2010-HKPDVK,M5T,11,University-Rosedale
448571,STR-2010-HSVDVL,M4L,14,Toronto-Danforth
448572,STR-2010-JBBDVM,M5E,10,Spadina-Fort York
448573,STR-2010-FPRRVC,M5A,13,Toronto Centre
448574,STR-2010-GFDRVF,M5R,11,University-Rosedale
448575,STR-2010-GMKRVG,M2H,17,Don Valley North
448576,STR-2010-HCXRVJ,M4L,14,Toronto-Danforth
448577,STR-2010-HTKRVL,M4J,14,Toronto-Danforth
448578,STR-2010-JBRRVM,M5J,10,Spadina-Fort York
448579,STR-2010-FHBDVB,M5V,10,Spadina-Fort York
448580,STR-2010-FQHDVC,M4N,15,Don Valley West
448581,STR-2010-GPBDVG,M6R,4,Parkdale-High Park
448582,STR-2010-GWHDVH,M1C,25,Scarborough-Rouge Park
448583,STR-2010-HDPDVJ,M4L,14,Toronto-Danforth
448584,STR-2010-HLVDVK,M5V,10,Spadina-Fort York
448585,STR-2011-FPCKVC,M8V,3,Etobicoke-Lakeshore
448586,STR-2010-FHRRVB,M2L,15,Don Valley West
448587,STR-2010-FQXRVC,M2K,17,Don Valley North
448588,STR-2010-GGKRVF,M6H,9,Davenport
448589,STR-2010-GPRRVG,M5M,8,Eglinton-Lawrence
448590,STR-2010-HFDRVJ,M5V,10,Spadina-Fort York
448591,STR-2010-HMKRVK,M3H,6,York Centre
448592,STR-2010-HVRRVL,M4C,19,Beaches-East York
448593,STR-2010-FJHDVB,M1W,22,Scarborough-Agincourt
448594,STR-2010-FRPDVC,M1K,20,Scarborough Southwest
448595,STR-2010-GHBDVF,M4S,12,Toronto-St. Paul's
448596,STR-2010-GQHDVG,M5V,10,Spadina-Fort York
448597,STR-2010-HFVDVJ,M4J,14,Toronto-Danforth
448598,STR-2010-HPBDVK,M6G,11,University-Rosedale
448599,STR-2010-JDPDVM,M4E,19,Beaches-East York
448600,STR-2010-FSDRVC,M5V,10,Spadina-Fort York
448601,STR-2011-FSFXVC,M3H,6,York Centre
448602,STR-2010-FZKRVD,M4W,11,University-Rosedale
448603,STR-2109-FKWVHB,M3H,6,York Centre
448604,STR-2010-GHRRVF,M6P,9,Davenport
448605,STR-2010-GYDRVH,M8V,3,Etobicoke-Lakeshore
448606,STR-2010-HGKRVJ,M5V,10,Spadina-Fort York
448607,STR-2010-HPRRVK,M3N,7,Humber River-Black Creek
448608,STR-2010-JFDRVM,M4E,19,Beaches-East York
448609,STR-2010-FKPDVB,M4J,14,Toronto-Danforth
448610,STR-2010-FSVDVC,M4K,14,Toronto-Danforth
448611,STR-2010-GBBDVD,M1R,21,Scarborough Centre
448612,STR-2010-GJHDVF,M8V,3,Etobicoke-Lakeshore
448613,STR-2010-GRPDVG,M5J,10,Spadina-Fort York
448614,STR-2010-GYVDVH,M4J,14,Toronto-Danforth
448615,STR-2010-HQHDVK,M4L,14,Toronto-Danforth
448616,STR-2010-JFVDVM,M4Y,13,Toronto Centre
448617,STR-2010-FLDRVB,M5J,10,Spadina-Fort York
448618,STR-2010-GBRRVD,M5V,10,Spadina-Fort York
448619,STR-2010-GJXRVF,M3H,6,York Centre
448620,STR-2010-GZKRVH,M2N,18,Willowdale
448621,STR-2010-HQXRVK,M6J,9,Davenport
448622,STR-2010-HYDRVL,M9L,7,Humber River-Black Creek
448623,STR-2010-JGKRVM,M3B,15,Don Valley West
448624,STR-2010-FDQKVB,M5V,10,Spadina-Fort York
448625,STR-2010-FLWKVC,M4L,19,Beaches-East York
448626,STR-2010-FVCKVD,M4E,19,Beaches-East York
448627,STR-2010-GCJKVF,M6E,12,Toronto-St. Paul's
448628,STR-2010-HBCKVJ,M6J,10,Spadina-Fort York
448629,STR-2010-HYWKVM,M6K,4,Parkdale-High Park
448630,STR-2010-FFFXVB,M5J,10,Spadina-Fort York
448631,STR-2010-FMLXVC,M6S,4,Parkdale-High Park
448632,STR-2010-FVSXVD,M1C,25,Scarborough-Rouge Park
448633,STR-2010-GCYXVF,M6R,4,Parkdale-High Park
448634,STR-2010-GLFXVG,M6K,10,Spadina-Fort York
448635,STR-2010-GTLXVH,M6J,10,Spadina-Fort York
448636,STR-2010-HJYXVK,M6H,9,Davenport
448637,STR-2010-HSFXVL,M1K,20,Scarborough Southwest
448638,STR-2010-HZLXVM,M5V,10,Spadina-Fort York
448639,STR-2010-FFWKVB,M6R,4,Parkdale-High Park
448640,STR-2011-FWJKVD,M4E,19,Beaches-East York
448641,STR-2011-GDQKVF,M5J,10,Spadina-Fort York
448642,STR-2011-GLWKVG,M6S,4,Parkdale-High Park
448643,STR-2011-GVCKVH,M5J,10,Spadina-Fort York
448644,STR-2011-HCJKVJ,M5V,10,Spadina-Fort York
448645,STR-2011-HKQKVK,M2N,18,Willowdale
448646,STR-2011-HSWKVL,M5J,10,Spadina-Fort York
448647,STR-2011-FGLXVB,M6E,9,Davenport
448648,STR-2011-FPSXVC,M6P,4,Parkdale-High Park
448649,STR-2011-GFFXVF,M2J,17,Don Valley North
448650,STR-2011-GMLXVG,M5J,10,Spadina-Fort York
448651,STR-2011-HCYXVJ,M5V,10,Spadina-Fort York
448652,STR-2011-HLFXVK,M1M,20,Scarborough Southwest
448653,STR-2011-HTLXVL,M1P,21,Scarborough Centre
448654,STR-2011-JBSXVM,M1L,20,Scarborough Southwest
448655,STR-2011-FHCKVB,M4P,15,Don Valley West
448656,STR-2011-FQJKVC,M1L,20,Scarborough Southwest
448657,STR-2011-FXQKVD,M1G,24,Scarborough-Guildwood
448658,STR-2011-GFWKVF,M1V,22,Scarborough-Agincourt
448659,STR-2011-GWJKVH,M4J,14,Toronto-Danforth
448660,STR-2011-HQYXVK,M5V,10,Spadina-Fort York
448661,STR-2011-HDQKVJ,M4Y,13,Toronto Centre
448662,STR-2011-HVCKVL,M4L,19,Beaches-East York
448663,STR-2011-JCJKVM,M3H,6,York Centre
448664,STR-2011-FHSXVB,M5J,10,Spadina-Fort York
448665,STR-2011-FQYXVC,M1M,20,Scarborough Southwest
448666,STR-2011-FYFXVD,M8V,3,Etobicoke-Lakeshore
448667,STR-2011-GGLXVF,M6J,11,University-Rosedale
448668,STR-2011-GPSXVG,M5A,13,Toronto Centre
448669,STR-2011-HMLXVK,M5S,11,University-Rosedale
448670,STR-2011-JCYXVM,M6R,4,Parkdale-High Park
448671,STR-2011-FJJKVB,M5V,10,Spadina-Fort York
448672,STR-2011-FRQKVC,M5J,10,Spadina-Fort York
448673,STR-2011-FYWKVD,M4B,19,Beaches-East York
448674,STR-2011-GQJKVG,M5S,11,University-Rosedale
448675,STR-2011-GXQKVH,M5R,11,University-Rosedale
448676,STR-2011-HFWKVJ,M6P,9,Davenport
448677,STR-2011-HPCKVK,M4B,19,Beaches-East York
448678,STR-2011-HWJKVL,M5V,10,Spadina-Fort York
448679,STR-2011-JDQKVM,M1L,20,Scarborough Southwest
448680,STR-2011-FJYXVB,M5V,10,Spadina-Fort York
448681,STR-2011-FZLXVD,M6K,9,Davenport
448682,STR-2011-GHSXVF,M3H,6,York Centre
448683,STR-2011-GQYXVG,M5J,10,Spadina-Fort York
448684,STR-2011-GYFXVH,M9R,1,Etobicoke North
448685,STR-2011-HGLXVJ,M5J,10,Spadina-Fort York
448686,STR-2011-HPSXVK,M5J,10,Spadina-Fort York
448687,STR-2011-HWYXVL,M9R,2,Etobicoke Centre
448688,STR-2011-JFFXVM,M5J,10,Spadina-Fort York
448689,STR-2011-FSWKVC,M5T,11,University-Rosedale
448690,STR-2011-GBCKVD,M5S,11,University-Rosedale
